category,url,inline_note_from_file,poster_handle,poster_display_name,title,description,title_length,description_length,description_truncated,detected_handles,metadata_extracted_address,metadata_city,metadata_state,backend_status,backend_candidate_name,backend_candidate_address,backend_candidate_place_id,backend_decision,safe_to_auto_save,confidence,evidence_used,warnings,places_queries,top_candidates,duplicate_url_count,duplicate_group_id,error_message,expected_place_name,expected_address,expected_decision,label_notes,label_status_initial
@ + Address,https://www.instagram.com/p/DV9RcvwAQ0P/,,,CUZZOEATS-The “No Sabo” Punjabi🇲🇽👳🏽‍♂️,"CUZZOEATS-The “No Sabo” Punjabi🇲🇽👳🏽‍♂️ on Instagram: ""📍Seabright Deli
415 Seabright Ave
Santa Cruz, CA

I can literally say this is the best sandwich I have ever tried.  The Cove from @seabrightdeli is a must try, so damn good I’m already planning my next trip back just so I can come get this sandwich again.  Great customer service, and they get your food out quickly and with a smile.  CUZZO APPROVED!!","6,031 likes, 208 comments - cuzzoeats on March 16, 2026: ""📍Seabright Deli
415 Seabright Ave
Santa Cruz, CA

I can literally say this is the best sandwich I have ever tried.  The Cove from @seabrightdeli is a must try, so damn good I’m a…",410,238,true,,415 Seabright Ave,Santa Cruz,CA,extracted,415 Seabright Ave,"415 Seabright Ave, Santa Cruz, CA 95062, USA",ChIJbbLAzqRqjoARTmg24wbc9h8,manual_fallback,false,high,caption_explicit_address; caption_explicit_venue; profile_blocked; transcript_unsupported; places_weak_match,"address_detected:415 Seabright Ave; places_attempt:415 Seabright Ave, Santa Cruz, CA=>1; places_final_query:415 Seabright Ave, Santa Cruz, CA; model_latency_ms=4941; profile_seabrightdeli_http_429","searchPlaces status=ok note=query=""415 Seabright Ave, Santa Cruz, CA"" count=1",415 Seabright Ave | score=1.00 | placeId=415 Seabright Ave,1,0,,Seabright Deli,"415 Seabright Ave, Santa Cruz, CA",candidate_confirmation,Explicit venue + address. Current generic address card/manual fallback is wrong.,pass
@ + Address,https://www.instagram.com/p/DWZNJZ-EthD/,,,Fiona Beata,"Fiona Beata on Instagram: ""This AWARD WINNING barbecue spot might just be the best in the Bay Area👀 With slow smoked meats & daily live music, @aptosstbbq is the heart of the Santa Cruz community.

From amazing brisket to their next level burnt ends, this is a must-try spot for anyone in the SF Bay🔥 (did I mention thy have 25 local beers on tap?)

📍8059 Aptos St
Aptos, CA  95003

Everything I tried:
• Tri-tip with Cornbread & Coleslaw
• Burnt Ends & Brisket Combo
• Thicc Bird Hazy IPA - Ghostwood
• Corned Beef Special with Mac & Cheese
• Fresh Garlic Bread
• Sincere Dry Apple Cider
• Bread Pudding with Vanilla Ice Cream
• Barebottle Hefe-Moon Bay Hefeweizen 

#bayareabbq #sanjosefoodie #barbeque #sanfranciscocoffee #bayareafoodie","351 likes, 146 comments - fiona.beata on March 27, 2026: ""This AWARD WINNING barbecue spot might just be the best in the Bay Area👀 With slow smoked meats & daily live music, @aptosstbbq is the heart of the Santa Cruz community.

From am…",742,238,true,"aptosstbbq, californiaslatest",8059 Aptos St,,CA,extracted,Aptos St. BBQ,"8059 Aptos St, Aptos, CA 95003, USA",ChIJPxBh-XgWjoARZlz1iflbMsE,candidate_confirmation,false,high,profile_blocked; places_weak_match; caption_explicit_address; places_address_verified,profile_aptosstbbq_http_429; agent_timeout_10000ms; timeout_recovery_query:Aptosstbbq 8059 Aptos St=>1; timeout_recovery_attempted_query:Aptosstbbq 8059 Aptos St=>1; timeout_recovery_address_verified:8059 Aptos St|; agent_timeout_recovered_with_places; profile_aptosstbbq_http_429; agent_timeout_10000ms; agent_timeout_recovered_with_places,"searchPlaces status=ok note=query=""Aptosstbbq 8059 Aptos St"" count=1","Aptos St. BBQ | 8059 Aptos St, Aptos, CA 95003, USA | score=0.30 | placeId=ChIJPxBh-XgWjoARZlz1iflbMsE",1,0,,Aptos St. BBQ,"8059 Aptos St, Aptos, CA 95003",candidate_confirmation,Venue-like handle + address; city implied by street/caption. Correct candidate confirmation.,pass
Name or @ Only,https://www.instagram.com/p/DYPweEqPtWy/,,,OC Food | Christine☀️,"OC Food | Christine☀️ on Instagram: ""Summer is almost here and @panerabread is stepping up their drink game and rolling out some fruity and refreshing summer drinks! #PaneraPartner I went to my local Panera to check out this adorable drink cart to try out the new Cherry Lime Fresca and it’s giving cherry limeade energy but even more crisp and refreshing! 🍒The fan-favorite Strawberry Basil Lemonade Fresca is also back and it literally tastes like summer in a cup! 🍓 It just doesn’t get better than pairing these tasty summer drinks with your favorite Panera bites! Please do not sleep on these new drinks and the fun part is The Panera Beverage Tour is rolling into cities across the nation and your Panera just might be next! 🛻 

New Refreshing Summer Drinks:
🍒 Cherry Lime Fresca is a refreshing blend of cherry and lime flavors infused with tart cherry pieces

🍓 Strawberry Basil Lemonade Fresca is Refreshing Agave
Lemonade with strawberry puree fruit blend, infused with fresh strawberries and Basil","48 likes, 12 comments - ocfoodandview on May 12, 2026: ""Summer is almost here and @panerabread is stepping up their drink game and rolling out some fruity and refreshing summer drinks! #PaneraPartner I went to my local Panera to check ou…",1012,238,true,"panerabread, ocfoodandview",,,,extracted,Panera Bread,"100 Woods Rd, Valhalla, NY 10595, USA",ChIJHzo3mD6_wokRpF5kv4mrfYo,candidate_confirmation,false,high,caption_explicit_venue; profile_blocked; transcript_unsupported; places_weak_match,"places_attempt:OC Food Christine& ;& ; Summer is almost here and is stepping up their drink gam=>0; places_attempt:48 likes, 12 comments - ocfoodandview on May 12, 2026: Summer is almost here and=>0; places_attempt:Panera Bread=>8; places_final_query:Panera Bread; model_latency_ms=7391; profile_panerabread_http_429","searchPlaces status=ok note=query=""OC Food Christine& ;& ; Summer is almost here and is steppin…"" count=0 || searchPlaces status=ok note=query=""48 likes, 12 comments - ocfoodandview on May 12, 2026: Summe…"" count=0 || searchPlaces status=ok note=query=""Panera Bread"" count=8","Panera Bread | 100 Woods Rd, Valhalla, NY 10595, USA | score=0.60 | placeId=ChIJHzo3mD6_wokRpF5kv4mrfYo || Panera Bread | 20920 West Roosevelt St, Buckeye, AZ 85326, USA | score=0.60 | placeId=ChIJgTpV419JK4cRyCV7STHbz4w || Panera Bread | 375 E Bell Rd Pad D, Phoenix, AZ 85022, USA | score=0.60 | placeId=ChIJ-3CP5T5uK4cRTpRzsZ7iIm4 || Panera Bread | 2400 S Rancho Dr Suite 180, Las Vegas, NV 89102, USA | score=0.60 | placeId=ChIJg8ocf4DAyIARJmiAGg3-WLw || Panera Bread | 887 S N County Blvd Suites A-B, Pleasant Grove, UT 84062, USA | score=0.60 | placeId=ChIJBc7o6vuDTYcRbWDrpggvzhQ",1,0,,,,manual_fallback,Panera campaign/local Panera with no address or city-specific place. Do not choose random Panera.,review_fail
Name or @ Only,https://www.instagram.com/p/DVUMt3DkmnK/,,,GRAND-O THE SNACK SENSEI,"GRAND-O THE SNACK SENSEI on Instagram: ""TOP THREE SANDWICH SHOPS FOR ME. IF I EVER PUT YOU ON ITS WITH THIS SPOT RIGHT HERE. LOWKEY WANNA GATE KEEP THEM. 
 
Seabright Deli In Santa Cruz @seabrightdeli The Best Of The Best. House Made Sauces Are Endless, Fresh Smoked Meats Daily, Generous Stacked Sandwiches With Crazy Flavor Combinations, Local Desserts, It Don’t Stop! 
 
 
#santacruz #californiafood #california #sandwich","9,340 likes, 234 comments - thesnacksensei on February 28, 2026: ""TOP THREE SANDWICH SHOPS FOR ME. IF I EVER PUT YOU ON ITS WITH THIS SPOT RIGHT HERE. LOWKEY WANNA GATE KEEP THEM. 
 
Seabright Deli In Santa Cruz @seabrightdeli The Best O…",424,238,true,"seabrightdeli, thesnacksensei",,,,extracted,,,,manual_fallback,false,low,profile_blocked; places_no_match,profile_seabrightdeli_http_429; agent_timeout_10000ms; timeout_recovery_no_safe_query; profile_seabrightdeli_http_429; agent_timeout_10000ms,,,1,0,,Seabright Deli,"Santa Cruz, CA",candidate_confirmation,Name + city + handle only. Candidate confirmation acceptable; no safe_save.,review
Name or @ Only,https://www.instagram.com/p/CuIjn7kgPSe/,,,Santa Cruz Bucket List,"Santa Cruz Bucket List on Instagram: ""Bucket List worthy Pizza in Santa Cruz County! Add all of these new, hidden gem, and noteworthy pizza spots to your #santacruzbucketlist. Expanding the list from great classic pizza spots like @pizzamyheart and @woodstockscruz, this list of pizza spots features pizza creations that are buzzing right now! Whether you’re a #santacruzlocal or a visitor, definitely add these spots to your list:

1.) @venus_pie_trap: phenomenal New-haven style pizza pies and dessert pies! A true unique pie you have to try is the clam pizza! 
2.) @the_pizza_series: perfect Detroit style pizzas! Cheesy, crisp crust and decadent stacked toppings. The Sweet Heat is out of this world with a spicy Calabrian chili honey
3.) @bookiespizza: inside @rusticales, awesome unique flavor combos on Detroit style pizzas.
4.) @buzzopizza: classic Italian style woodfired pizzas with simple yet flavorful ingredients
5.) @sliceprojectpizza: thin New York style sliced and cheesy Detroit styles made with homemade sauces that will leave you craving more! 

Check out my blog on @visitsantacruz’s website for full details: https://www.santacruz.org/blog/buzzworthy-pizza-in-santa-cruz-county/ #santacruz #santacruzcalifornia","4,907 likes, 51 comments - santacruzbucketlist on June 30, 2023: ""Bucket List worthy Pizza in Santa Cruz County! Add all of these new, hidden gem, and noteworthy pizza spots to your #santacruzbucketlist. Expanding the list from great cla…",1231,238,true,"pizzamyheart, woodstockscruz",,,,extracted,,,,manual_fallback,false,low,profile_blocked; places_no_match,profile_the_pizza_series_http_429; agent_timeout_10000ms; timeout_recovery_query:Bookies Pizza New York=>1; timeout_recovery_attempted_query:Bookies Pizza New York=>1; timeout_recovery_query:Buzzo Pizza New York=>1; timeout_recovery_attempted_query:Buzzo Pizza New York=>1; timeout_recovery_query:Sliceproject Pizza New York=>1; timeout_recovery_attempted_query:Sliceproject Pizza New York=>1; timeout_recovery_no_safe_query; profile_the_pizza_series_http_429; agent_timeout_10000ms,,,1,0,,,,manual_fallback,Multi-place pizza list. Expected multi-place support later; for now do not pick one place silently.,pass
Name or @ Only,https://www.instagram.com/p/DTI2vG0jreQ/,,,DOUBLE MEAT PLEASE  •  ᴅᴍᴘ,"DOUBLE MEAT PLEASE  •  ᴅᴍᴘ on Instagram: ""2025 DMP Picks

What an incredible year filled with so many unforgettable meals! From birria sushi to biscuits and gravy breakfast burritos, mac wellingtons, and smash burgers topped with pastrami….This year was delicious.

Check out the video to see some of our favorite bites, and don’t forget to stay tuned for our next series and highlights here on DMP!

Mega loaded chicken fries @hot_birds831 
Smashed burgers @the_pressed_patty 
Salted caramel marshmallow bars @square.cakes 
Chicken and waffles @thegrilleatdelaveaga 
Smash burger @bubbs_burgers 
Ribeye steak @fullsteamdumpling 
Philly burrito @tortillashack1 
Breakfast pizza @girasolpizza 
The point dog @daniobakeshop  @pointsidemeatshop 
Short rib sandwich @deathbox_sc 
The bees knees and lemon pep @sleightofhandpizza 
Pastrami sandwich @pastramimami.sc 
Mac Wellington @foodtalk_santacruz 
Fried green tomato burger @trestles_capitola 
Pastrami smash burgers @the_emerald_mallard  @s.c.bread_boy 
Biscuits and gravy Breakfast burrito @busybeescafecatering 
Jefferey’s burger @johnnysharborside 
Poke bar @newleafcmarket 
Fried chicken sandwich @sudasc 
Potato pizza with sausage @buzzopizza 
Pecan pumpkin pancakes @busybeescafecatering 
Birria sushi @tacoselchuy 
Smash burger @bubbs_burgers 
Prosciutto and ricotta pizza @cavalletta.restaurant 

#doublemeatplease
#diningwithdaniel
#foodbeast
#santacruzeats
#santacruzfoods
santacruzrestaurants
bestof2024
sandwiches
smashburgers
santacruzeats","3,022 likes, 75 comments - doublemeatplease on January 5, 2026: ""2025 DMP Picks

What an incredible year filled with so many unforgettable meals! From birria sushi to biscuits and gravy breakfast burritos, mac wellingtons, and smash burg…",1503,238,true,"hot_birds831, the_pressed_patty",,,,extracted,,,,manual_fallback,false,low,generic_content; profile_blocked; transcript_unsupported; places_no_match,"places_attempt:DOUBLE MEAT PLEASE & ; & ;& ;& ; 2025 DMP Picks What an incredible year filled w=>0; places_attempt:3,022 likes, 75 comments - doublemeatplease on January 5, 2026: 2025 DMP Picks W=>0; places_final_query:none; model_latency_ms=8378; profile_bubbs_burgers_http_429","searchPlaces status=ok note=query=""DOUBLE MEAT PLEASE & ; & ;& ;& ; 2025 DMP Picks What an incr…"" count=0 || searchPlaces status=ok note=query=""3,022 likes, 75 comments - doublemeatplease on January 5, 20…"" count=0",,1,0,,,,manual_fallback,Large multi-place roundup. Expected multi-place support later; for now manual fallback/no single save.,pass
Name or @ Only,https://www.instagram.com/p/C1c6FT0SwKm/,,,Lookout Santa Cruz,"Lookout Santa Cruz on Instagram: ""Who holds the title for best burger in Santa Cruz? 🍔Lookout food and drink correspondent Lily Belli hit the streets to find out. From cheffy restaurant burgers to paper-wrapped fast food, here are the local burgers that rose to the top. 🍔 #5 from @woodennickel_wv 🍔 #4 @bellygoatburger 🍔 #3 @eastendgastropub 🍔 #2 @firefly_tavern 🍔 #1 @oswaldrestaurant","2,691 likes, 249 comments - lookoutsantacruz on December 29, 2023: ""Who holds the title for best burger in Santa Cruz? 🍔Lookout food and drink correspondent Lily Belli hit the streets to find out. From cheffy restaurant burgers to paper…",392,238,true,"woodennickel_wv, bellygoatburger",,,,extracted,Oswald Restaurant,"121 Soquel Ave, Santa Cruz, CA 95060, USA",ChIJox1WsidAjoARrp3iii4suo8,candidate_confirmation,false,high,profile_blocked; places_weak_match,profile_bellygoatburger_http_429; agent_timeout_10000ms; timeout_recovery_query:Oswald Restaurant=>1; timeout_recovery_attempted_query:Oswald Restaurant=>1; timeout_recovery_used_handle_query; agent_timeout_recovered_with_places; profile_bellygoatburger_http_429; agent_timeout_10000ms; agent_timeout_recovered_with_places,"searchPlaces status=ok note=query=""Oswald Restaurant"" count=1","Oswald Restaurant | 121 Soquel Ave, Santa Cruz, CA 95060, USA | score=0.60 | placeId=ChIJox1WsidAjoARrp3iii4suo8",1,0,,,,manual_fallback,Top 5 burger list. Do not pick Oswald/#1 as a single saved place unless multi-place selection exists.,review_fail
Name or @ Only,https://www.instagram.com/p/CmwyLcshhwy/,,,Santa Cruz Bucket List,"Santa Cruz Bucket List on Instagram: ""Rainy days call for warm tasty food like the ramen birria from @tacoselchuytruck! This perfect fusion of two classical dishes, ramen noodle soup and the long stewed rich birria is a marriage made in food Heaven that needs to be on your food bucket list! Have you tried this Santa Cruz bucket list food item yet?","45K likes, 270 comments - santacruzbucketlist on December 29, 2022: ""Rainy days call for warm tasty food like the ramen birria from @tacoselchuytruck! This perfect fusion of two classical dishes, ramen noodle soup and the long stewed ric…",349,238,true,"tacoselchuytruck, santacruzbucketlist",,,,extracted,,,,manual_fallback,false,low,profile_blocked; places_no_match,profile_tacoselchuytruck_http_429; agent_timeout_10000ms; timeout_recovery_no_safe_query; profile_tacoselchuytruck_http_429; agent_timeout_10000ms,,,1,0,,Tacos El Chuy Truck,"Santa Cruz, CA",candidate_confirmation,"Single venue handle/name only with city context. Candidate confirmation, not auto-save.",review
Name or @ Only,https://www.instagram.com/p/DSYfkivkiOA/,,,K R I S T I N A,"K R I S T I N A on Instagram: ""Buche Super Burrito from Taqueria Los Pericos🔥

📍 @taquerialospericossocial | Santa Cruz, CA

First time trying buche years ago was from here and it’s still my favorite place to get buche at. The burrito is huge and always hits!

Where is your favorite spot for burritos in the Bay Area?I’ve decided my 2026 goal is to eat more burritos!🌯 

#superburrito #santacruzeats #bayareaeats","187 likes, 11 comments - kristinasee.eats on December 17, 2025: ""Buche Super Burrito from Taqueria Los Pericos🔥

📍 @taquerialospericossocial | Santa Cruz, CA

First time trying buche years ago was from here and it’s still my favorite p…",416,238,true,"taquerialospericossocial, kristinasee.eats",,,,extracted,,,,manual_fallback,false,low,profile_blocked; places_no_match,profile_taquerialospericossocial_http_429; agent_timeout_10000ms; timeout_recovery_no_safe_query; profile_taquerialospericossocial_http_429; agent_timeout_10000ms,,,1,0,,Taqueria Los Pericos,"Santa Cruz, CA",candidate_confirmation,"Name/handle + city context. Candidate confirmation, not auto-save.",review
Name or @ Only,https://www.instagram.com/p/DOXJtDlgcoi/,,,TARAN THE FOOD GUY,"TARAN THE FOOD GUY on Instagram: ""Burrito on the beach!? Can’t go wrong. POINT MARKET AND CAFE, Santa Cruz, CA📍 One of the freshest burritos I’ve had, and on the beach. Amazing vibes #bayarea #norcal #foodies #burrito #santacruz","87 likes, 2 comments - taranexploro on September 8, 2025: ""Burrito on the beach!? Can’t go wrong. POINT MARKET AND CAFE, Santa Cruz, CA📍 One of the freshest burritos I’ve had, and on the beach. Amazing vibes #bayarea #norcal #foodies #b…",229,238,true,"taranexploro, anthony_flordia_lasvegas",,,,extracted,,,,manual_fallback,false,low,profile_blocked; places_no_match,profile_media_http_429; agent_timeout_10000ms; timeout_recovery_no_safe_query; profile_media_http_429; agent_timeout_10000ms,,,1,0,,Point Market & Cafe,"Santa Cruz, CA",candidate_confirmation,"Explicit venue name + city, no address. Candidate confirmation.",review
Name or @ Only,https://www.instagram.com/p/DMV8LZ4hUoG/,,,BEST BAY AREA FOOD,"BEST BAY AREA FOOD on Instagram: ""Easily the best sandwich spot in Santa Cruz, next time you’re here you have to hit up @seabrightdeli 🥪✨

#sandwich #brisket #deli
#santacruz #bayareafood","305 likes, 30 comments - bestbayareafood on July 20, 2025: ""Easily the best sandwich spot in Santa Cruz, next time you’re here you have to hit up @seabrightdeli 🥪✨

#sandwich #brisket #deli
#santacruz #bayareafood"".",188,216,true,"seabrightdeli, bestbayareafood",,,,extracted,,,,manual_fallback,false,low,profile_blocked; places_no_match,profile_seabrightdeli_http_429; agent_timeout_10000ms; timeout_recovery_no_safe_query; profile_seabrightdeli_http_429; agent_timeout_10000ms,,,1,0,,Seabright Deli,"Santa Cruz, CA",candidate_confirmation,Venue handle + city context only. Candidate confirmation.,review
Address Only,https://www.instagram.com/p/DYYfWR9oeYS/,,,OC Food | Christine☀️,"OC Food | Christine☀️ on Instagram: ""New Sunday Farmers Market in Costa Mesa! The Mesa Verde Farmers Market takes place every Sunday from 10AM-2PM! @farmhabitmesaverde got fresh produce, artisan goods, skincare, live music and so much good stuff! 

💰 After you go to the market, go grab lunch at @delinerds and show them your haul and get 10% off your order! 
🥗Deli Nerds has salads, bowls, sliders all scratch-made using the highest quality, farm-fresh ingredients! 
🍹 They’re pouring up new summer cocktails! (I got a mocktail version lol but they’ve got plenty of choices!)

Mesa Verde Farmers Market
🗓️ Every Sunday 
⏰ 10AM - 2PM
🚗 Free parking on-site
📍1525 Mesa Verde Dr E
Costa Mesa, CA  92626

#farmersmarket #healthyfood #costamesa","3,164 likes, 45 comments - ocfoodandview on May 15, 2026: ""New Sunday Farmers Market in Costa Mesa! The Mesa Verde Farmers Market takes place every Sunday from 10AM-2PM! @farmhabitmesaverde got fresh produce, artisan goods, skincare, liv…",746,238,true,"farmhabitmesaverde, delinerds",1525 Mesa Verde Dr,E Costa Mesa,CA,extracted,Verde Media,"1342 N Main St Suite 6, Ann Arbor, MI 48104, USA",ChIJWa1IEzmvPIgRbsaDxeD5R88,candidate_confirmation,false,high,profile_blocked; places_weak_match; caption_explicit_address; places_address_verified,profile_farmhabitmesaverde_http_429; agent_timeout_10000ms; timeout_recovery_query:Farmhabitmesaverde 1525 Mesa Verde Dr E Costa Mesa CA=>5; timeout_recovery_attempted_query:Farmhabitmesaverde 1525 Mesa Verde Dr E Costa Mesa CA=>5; timeout_recovery_query:Farmhabitmesaverde 1525 Mesa Verde Dr E Costa Mesa=>4; timeout_recovery_attempted_query:Farmhabitmesaverde 1525 Mesa Verde Dr E Costa Mesa=>4; timeout_recovery_query:Farmhabitmesaverde 1525 Mesa Verde Dr=>1; timeout_recovery_attempted_query:Farmhabitmesaverde 1525 Mesa Verde Dr=>1; timeout_recovery_query:Delinerds 1525 Mesa Verde Dr E Costa Mesa CA=>1; timeout_recovery_attempted_query:Delinerds 1525 Mesa Verde Dr E Costa Mesa CA=>1; timeout_recovery_query:Delinerds 1525 Mesa Verde Dr E Costa Mesa=>1; timeout_recovery_attempted_query:Delinerds 1525 Mesa Verde Dr E Costa Mesa=>1; timeout_recovery_query:Delinerds 1525 Mesa Verde Dr=>1; timeout_recovery_attempted_query:Delinerds 1525 Mesa Verde Dr=>1; timeout_recovery_query:Media 1525 Mesa Verde Dr E Costa Mesa CA=>2; timeout_recovery_attempted_query:Media 1525 Mesa Verde Dr E Costa Mesa CA=>2; timeout_recovery_query:Media 1525 Mesa Verde Dr E Costa Mesa=>5; timeout_recovery_attempted_query:Media 1525 Mesa Verde Dr E Costa Mesa=>5; timeout_recovery_query:Media 1525 Mesa Verde Dr=>7; timeout_recovery_attempted_query:Media 1525 Mesa Verde Dr=>7; agent_timeout_recovered_with_places; profile_farmhabitmesaverde_http_429; agent_timeout_10000ms; agent_timeout_recovered_with_places,"searchPlaces status=ok note=query=""Farmhabitmesaverde 1525 Mesa Verde Dr E Costa Mesa CA"" count=5 || searchPlaces status=ok note=query=""Farmhabitmesaverde 1525 Mesa Verde Dr E Costa Mesa"" count=4 || searchPlaces status=ok note=query=""Farmhabitmesaverde 1525 Mesa Verde Dr"" count=1 || searchPlaces status=ok note=query=""Delinerds 1525 Mesa Verde Dr E Costa Mesa CA"" count=1 || searchPlaces status=ok note=query=""Delinerds 1525 Mesa Verde Dr E Costa Mesa"" count=1 || searchPlaces status=ok note=query=""Delinerds 1525 Mesa Verde Dr"" count=1 || searchPlaces status=ok note=query=""Media 1525 Mesa Verde Dr E Costa Mesa CA"" count=2 || searchPlaces status=ok note=query=""Media 1525 Mesa Verde Dr E Costa Mesa"" count=5 || searchPlaces status=ok note=query=""Media 1525 Mesa Verde Dr"" count=7","Verde Media | 1342 N Main St Suite 6, Ann Arbor, MI 48104, USA | score=0.70 | placeId=ChIJWa1IEzmvPIgRbsaDxeD5R88 || Verde Media | Metro Detroit Digital Marketing & Creative Agency | 22757 Woodward Ave #210, Ferndale, MI 48220, USA | score=0.70 | placeId=ChIJxdHw5hbaJIgR_UqRCoL8slk || New England Public Media | 44 Hampden St, Springfield, MA 01103, USA | score=0.70 | placeId=ChIJGYRPh63n5okRTNJNjPvolX4",1,0,,Mesa Verde Farmers Market,"1525 Mesa Verde Dr E, Costa Mesa, CA 92626",candidate_confirmation,Address + event/market name. Current Verde Media result is wrong; parser split 'E' into city and Places queries over-trust handle tokens.,review
Address Only,https://www.instagram.com/p/DYS8NLyh4Bq/,,,OC Food | Christine☀️,"OC Food | Christine☀️ on Instagram: ""Exotic Sausage Festival at @biergartenhb in Old World Village in Huntington Beach 🌭 Enjoy 7 exotic sausages you’ve probably never tried before (limited daily): Alligator, Elk, Venison, Duck, Rattlesnake, Rabbit + more! Stay for the fun vibes, authentic German food, live music and festivities! 🥨 

🗓️ 16-17 & May 23-24 (Memorial
Day Weekend)
⏰ Sat 12-5PM, Sun 12-5PM
Memorial Day Saturday extended: 12-9PM
🤗 All ages welcome
🎟️ FREE entry with online registration
🚗 Free parking on site
🤳🏼Reserve your table or grab free tickets:
OldWorldHB.com/wurstfest
📍 7561 Center Ave
Huntington Beach, CA  92647

#germanfood #bratwurst #foodfestival #huntingtonbeach #orangecountyfood","2,132 likes, 42 comments - ocfoodandview on May 13, 2026: ""Exotic Sausage Festival at @biergartenhb in Old World Village in Huntington Beach 🌭 Enjoy 7 exotic sausages you’ve probably never tried before (limited daily): Alligator, Elk, V…",719,238,true,"biergartenhb, surfcityusa",7561 Center Ave,Huntington Beach,CA,extracted,Old World Biergarten Festival Hall & Concert Venue,"7561 Center Ave #49, Huntington Beach, CA 92647, USA",ChIJqb8cF4An3YARVwk2L94xIj0,candidate_confirmation,false,high,places_strong_match; caption_explicit_address; places_address_verified,profile_biergartenhb_http_429; agent_timeout_10000ms; timeout_recovery_query:Biergarten 7561 Center Ave Huntington Beach CA=>2; timeout_recovery_attempted_query:Biergarten 7561 Center Ave Huntington Beach CA=>2; timeout_recovery_address_verified:7561 Center Ave|Huntington Beach; agent_timeout_recovered_with_places; profile_biergartenhb_http_429; agent_timeout_10000ms; agent_timeout_recovered_with_places,"searchPlaces status=ok note=query=""Biergarten 7561 Center Ave Huntington Beach CA"" count=2","Old World Biergarten Festival Hall & Concert Venue | 7561 Center Ave #49, Huntington Beach, CA 92647, USA | score=1.00 | placeId=ChIJqb8cF4An3YARVwk2L94xIj0 || Old World Restaurant & Biergarten | 7561 Center Ave #49, Huntington Beach, CA 92647, USA | score=1.00 | placeId=ChIJ5cuORWom3YARPTjxELrS3ng",1,0,,Old World Biergarten Festival Hall & Concert Venue,"7561 Center Ave #49, Huntington Beach, CA 92647",candidate_confirmation,Two plausible same-address candidates. Candidate confirmation should show Old World Biergarten/Restaurant options.,pass
Address Only,https://www.instagram.com/p/DYOcSIkorkN/,,,OC Food | Christine☀️,"OC Food | Christine☀️ on Instagram: ""OC Greek fest is back in Anaheim! 🇬🇷 Experience a taste of Greece right in OC at @ocgreekfest this weekend! This fest celebrates the best of authentic Greek food, culture, dancing, drinks and music! It’s family-friendly and there’s even a marketplace and a Kids Zone! 

🎟️ $5 admission & get BOGO when you purchase online with code OCFOODVIEW26 

🗓️ May 15 - 17th
⏰ Fri: 5PM-10PM
Sat: 12PM-10PM
Sun: 12PM-9PM

📍 405 N Dale Ave, Anaheim, CA 92801

#authentic #greekfood #foodfestival #anaheim #gyros","235 likes, 15 comments - ocfoodandview on May 11, 2026: ""OC Greek fest is back in Anaheim! 🇬🇷 Experience a taste of Greece right in OC at @ocgreekfest this weekend! This fest celebrates the best of authentic Greek food, culture, dancin…",540,238,true,"ocgreekfest, greekfoodfestivals",405 N Dale Ave,Anaheim,CA,extracted,OC Greek Fest,"405 N Dale Ave, Anaheim, CA 92801, USA",ChIJn6VtLt8p3YAR0Dbnl88T7dA,candidate_confirmation,false,high,profile_blocked; places_weak_match; caption_explicit_address; places_address_verified,profile_ocgreekfest_http_429; agent_timeout_10000ms; timeout_recovery_query:Ocgreekfest 405 N Dale Ave Anaheim CA=>1; timeout_recovery_attempted_query:Ocgreekfest 405 N Dale Ave Anaheim CA=>1; timeout_recovery_address_verified:405 N Dale Ave|Anaheim; agent_timeout_recovered_with_places; profile_ocgreekfest_http_429; agent_timeout_10000ms; agent_timeout_recovered_with_places,"searchPlaces status=ok note=query=""Ocgreekfest 405 N Dale Ave Anaheim CA"" count=1","OC Greek Fest | 405 N Dale Ave, Anaheim, CA 92801, USA | score=0.40 | placeId=ChIJn6VtLt8p3YAR0Dbnl88T7dA",1,0,,OC Greek Fest,"405 N Dale Ave, Anaheim, CA 92801",candidate_confirmation,Event/festival venue with full address. Candidate confirmation.,pass
Restaurant Post / Nothing,https://www.instagram.com/p/DYbLVMBp_dY/,,,@blkearthseaspirits,"@blkearthseaspirits on Instagram: ""Introducing…Girl Dinner 🍸

$26 Classic Girl Dinner: Caesar Salad, Fries & a Dirty Martini 🍟 
$36 Steakhouse-Style with filet mignon bites topped with blue cheese sauce 🥩 

Round up your gal pals and head on over for girl dinner! 

#girldinner #caesarsalad #huntingtonbeach #dirtymartini","254 likes, 16 comments - blkearthseaspirits on May 16, 2026: ""Introducing…Girl Dinner 🍸

$26 Classic Girl Dinner: Caesar Salad, Fries & a Dirty Martini 🍟 
$36 Steakhouse-Style with filet mignon bites topped with blue cheese sauce 🥩…",324,235,true,"blkearthseaspirits, ocfoodandview",,,,extracted,,,,manual_fallback,false,low,profile_blocked; places_no_match,profile_blkearthseaspirits_http_429; agent_timeout_10000ms; timeout_recovery_no_safe_query; profile_blkearthseaspirits_http_429; agent_timeout_10000ms,,,1,0,,BLK Earth Sea Spirits,"Huntington Beach, CA",candidate_confirmation,Restaurant account/poster display name + city hashtag but no address. Candidate confirmation acceptable; no safe_save.,review
